strata,filter,class,value,labels,variable,var_long,facet_label
2,height,str,2.2430579662323,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,1.3307188749313354,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,3.306642770767212,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.4284222722053528,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,1.3914152383804321,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.8520267605781555,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,1.4205987453460693,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,2.7122905254364014,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,1.8749630451202393,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.32550984621047974,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.22155362367630005,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,3.0789363384246826,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.7843993306159973,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,1.122227430343628,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,1.5157744884490967,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,1.6291172504425049,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.23352070152759552,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.14962992072105408,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,1.7417172193527222,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,2.266641139984131,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.05313306301832199,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.38643091917037964,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,3.0188291566446424e-4,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.6038265228271484,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.06425445526838303,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,3.2613718509674072,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.36395806074142456,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.09480395168066025,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.0011451957980170846,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.28713977336883545,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.05931064859032631,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,1.7979373931884766,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.9851460456848145,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.3071999251842499,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.3174217641353607,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.019516991451382637,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.5801220536231995,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,4.409931182861328,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.025170303881168365,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.6168751120567322,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.022148791700601578,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.21702571213245392,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.2481016218662262,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,2.3882312774658203,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,1.9238778352737427,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,1.0846219062805176,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.462920218706131,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.10994423180818558,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,1.4208892583847046,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,2.591735601425171,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,3.7861745357513428,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.6840273141860962,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.7151203155517578,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,3.212923526763916,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,1.4725509881973267,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,0.297124981880188,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.05999475345015526,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.44950512051582336,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.03725196421146393,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.08521804213523865,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.14081890881061554,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,2.8081061840057373,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.3535212576389313,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.42135509848594666,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.05725711211562157,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.05335889384150505,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.2505604922771454,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,2.8749263286590576,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,1.2729483842849731,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.5157583355903625,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.10291977226734161,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.031087541952729225,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.7978466153144836,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,3.8707168102264404,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.21422672271728516,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.5251420736312866,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.010253798216581345,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.07086025923490524,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.5749199986457825,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,2.217862606048584,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.41943252086639404,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.4188913404941559,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.18402546644210815,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,1.6681197881698608,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.3977546989917755,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,1.9653818607330322,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.1578308641910553,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.12888002395629883,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.05111882463097572,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.4976986348628998,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.40117838978767395,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,0.4594339430332184,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,3.719269037246704,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.33541545271873474,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.8761951923370361,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,3.8774304389953613,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,1.201391339302063,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,0.7627924680709839,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.49477440118789673,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,1.0465861558914185,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.17623530328273773,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.4153765141963959,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.6067206263542175,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,0.9691444039344788,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.39886942505836487,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.14012360572814941,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.07335773855447769,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,3.286731004714966,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.16668330132961273,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,0.18344852328300476,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.5004180073738098,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.05030897259712219,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.02026471495628357,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,2.3842616081237793,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.07423938810825348,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,0.4805391728878021,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,2.532054901123047,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.45226389169692993,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.5630139708518982,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,1.8800417184829712,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,1.2610836029052734,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,1.2795166969299316,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.427621454000473,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.34853696823120117,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.22615082561969757,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,3.4570977687835693,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.37590837478637695,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,0.20566824078559875,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.14583562314510345,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.01718425564467907,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.9174624085426331,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,1.5868078470230103,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.033285606652498245,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,1.9804189205169678,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.1279592514038086,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.7450485825538635,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.1287609040737152,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.16926558315753937,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,1.5091092586517334,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,0.9958274960517883,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,4.571169376373291,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.819739818572998,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,1.718725323677063,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.9154945015907288,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,1.6379591226577759,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,0.7103177309036255,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,1.9854038953781128,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.40872684121131897,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.4350043535232544,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.2882283926010132,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,1.7514677047729492,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,1.4731231927871704,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.02922745607793331,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.4711456298828125,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.0312793031334877,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,1.267588496208191,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.14495548605918884,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,1.840665578842163,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.05402344837784767,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.3086065649986267,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.006393423769623041,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.7090603709220886,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.08025209605693817,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,2.2997772693634033,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,1.309645652770996,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.8183857202529907,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.6586727499961853,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,2.361637830734253,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.8748948574066162,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,1.3242419958114624,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.5088570713996887,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.09952165186405182,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.03128211945295334,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,1.3134825229644775,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.12609271705150604,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,1.76905357837677,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.09211467951536179,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.18344692885875702,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.0018727023852989078,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.35341671109199524,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.04906421899795532,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,3.6567320823669434,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,1.3791054487228394,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.9733080267906189,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.9832969307899475,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,6.696178913116455,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,4.197959899902344,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,0.48779502511024475,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.04913892224431038,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,1.1675974130630493,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,2.6062800316140056e-4,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.0019239336252212524,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.10811442136764526,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,2.796691417694092,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,2.344499111175537,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.9486473202705383,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.33118361234664917,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.06142790615558624,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.8649436235427856,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,1.759303331375122,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,1.448355793952942,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.34434959292411804,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.22523757815361023,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.09508614242076874,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.5982444286346436,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,1.217177391052246,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.030932875350117683,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.3602585196495056,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.015034192241728306,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.4027271866798401,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.07503119856119156,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,1.5621572732925415,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,2.928610324859619,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.14101286232471466,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.46491485834121704,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,1.9679957628250122,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,1.0097419023513794,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,0.5116974711418152,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,0.4872143566608429,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.204732283949852,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.013275415636599064,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
2,cum,dhi,0.1069018617272377,Medium Pressure (4-8),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
2,height,str,0.2772771418094635,Medium Pressure (4-8),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
2,var,dhi,2.2371721267700195,Medium Pressure (4-8),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
2,biomass,str,2.21976375579834,Medium Pressure (4-8),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
2,complexity,str,0.13767343759536743,Medium Pressure (4-8),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
2,cover,str,0.8009829521179199,Medium Pressure (4-8),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
