strata,filter,class,value,labels,variable,var_long,facet_label
0,biomass,str,0.6567787528038025,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.07852356135845184,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.050433024764060974,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.611202597618103,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.19563743472099304,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.8476990461349487,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.050092920660972595,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,1.0414948463439941,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.4736998975276947,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.32730501890182495,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.12796331942081451,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,5.560266494750977,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.1076672151684761,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.24122416973114014,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.041457775980234146,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.8222914934158325,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.07605384290218353,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.7797573804855347,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.9070639610290527,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.5150940418243408,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.4082014858722687,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,3.1664133071899414,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.9070518016815186,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.5164963603019714,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.409255713224411,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.16456308960914612,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.04556293413043022,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.2363172471523285,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.08931314945220947,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,4.604292869567871,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.8714052438735962,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.5088597536087036,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.6146771907806396,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.7818576693534851,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,1.2616287469863892,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.1441724300384521,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.8411246538162231,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.22472263872623444,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.7693645358085632,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.09902215749025345,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.7999239563941956,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,4.225543022155762,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.7249186038970947,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.7977958917617798,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.376013845205307,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.3444274365901947,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.06204831227660179,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,3.546099901199341,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.904835045337677,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.010675000958144665,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.3107479214668274,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.018679171800613403,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.4124501943588257,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,4.256412982940674,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.0689191818237305,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.05479617416858673,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.03555941954255104,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,2.571230411529541,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.1574644148349762,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.7571325898170471,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.36322537064552307,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.13189010322093964,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.39122340083122253,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.1821284294128418,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.009685947559773922,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.3499782085418701,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.009912141598761082,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.3568769097328186,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.012295407243072987,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,7.0083417892456055,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.05676625296473503,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.8866198062896729,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.18853822350502014,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.575697124004364,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.017536843195557594,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.6876080632209778,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.2015124410390854,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,3.2346484661102295,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.03926505148410797,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.5606479048728943,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.0035184221342206,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.9418885707855225,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.1865442991256714,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.2851134538650513,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.0014843395911157131,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.4933546185493469,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.36113980412483215,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.023015977814793587,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.044633880257606506,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,2.882114887237549,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.010172958485782146,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.666251540184021,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.005547465290874243,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.7643418908119202,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.04685000330209732,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.1098484992980957,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.08273299038410187,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.2907602787017822,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.018888097256422043,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.0982985496520996,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.010693894699215889,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.733628511428833,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,1.4548693895339966,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.05695979297161102,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,4.414595603942871,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.7033384442329407,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.8054263591766357,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.7746742367744446,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.0764584019780159,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.18307778239250183,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.6466437578201294,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.2845844030380249,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,2.9826321601867676,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.5480042695999146,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.3209022283554077,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.3484651744365692,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.5453541874885559,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.6755308508872986,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,3.8981730937957764,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.0016550940927118063,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.6433359980583191,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.4110412895679474,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.061206340789795,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.05409381538629532,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.8159379959106445,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.0779067724943161,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.5652830004692078,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,5.876691429875791e-4,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.886518657207489,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.07442853599786758,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.6959856748580933,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.0323339700698853,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.3995131552219391,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.16003935039043427,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.4946368932723999,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.5197151899337769,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,4.839412212371826,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,2.2629144191741943,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.07309400290250778,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.6633251309394836,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,2.032911777496338,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.7468348145484924,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.5449257493019104,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.7028656005859375,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.6657631397247314,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.28470945358276367,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.07135612517595291,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.8709626793861389,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,3.2502334117889404,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.199358344078064,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.024708615615963936,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.6474546790122986,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,2.963909864425659,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.387452632188797,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.18170897662639618,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.49578070640563965,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.094786137342453,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.33091214299201965,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.8003814220428467,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.04343128576874733,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.4573902189731598,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.9429758191108704,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.6168736815452576,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.18961183726787567,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.08641557395458221,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.5686622858047485,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,2.6635851860046387,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.3091810941696167,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.10229101032018661,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.46661239862442017,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.7946098446846008,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.5502638220787048,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.830971598625183,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.021232986822724342,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.3172011971473694,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,5.298781907185912e-4,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,3.0804014205932617,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.04454372078180313,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.9389716982841492,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.37571215629577637,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.28532376885414124,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.01812775619328022,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.282957911491394,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.2761293649673462,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.8689284324645996,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.019062068313360214,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.25252968072891235,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.10456438362598419,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.4173035621643066,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.0016509902197867632,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.5579493045806885,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.6152557134628296,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.19333378970623016,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.38185176253318787,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.5259170532226563,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.6322323679924011,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.129150629043579,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.8281819820404053,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.21804054081439972,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.2811721861362457,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,2.785395383834839,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.5491814017295837,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.5025506019592285,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.22308553755283356,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.19591262936592102,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.009395942091941833,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.7399154305458069,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.0599808394908905,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,3.0545241832733154,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.010116249322891235,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.43429040908813477,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.004171942826360464,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,3.009171724319458,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.060415130108594894,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.5017778277397156,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.5307499170303345,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,1.558099389076233,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.7733613848686218,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.286206990480423,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.33564281463623047,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,3.0899910926818848,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.646937370300293,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.08118046075105667,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,1.0525083541870117,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.864438533782959,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.5562594532966614,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,2.399770736694336,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.08803011476993561,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.1515222191810608,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.03995781019330025,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.016495706513524055,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.03545259311795235,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,7.560592174530029,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.018633482977747917,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.6988798975944519,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.2643159329891205,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.7328086495399475,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.10478350520133972,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.0725795030593872,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.1461814641952515,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.01230674423277378,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
